SampleID,Project,SampleName,PMID,Genotype,Ecotype,Tissue,TotalReads,UniqueMappedRate,ReleaseDate,TissueClean,VegetativeRepro,AboveBelow,AT1G01010,PC1,PC2
DRX066837,PRJDB5192,ldl2_RNA_B3,Other,ldl2,Col-0,Other,15758402,0.858,1/27/2017,Other,Other,Other,3.78916,-32.53192937188833,-48.573096884764254
DRX066838,PRJDB5192,suvh456_RNA_B1,Other,suvh456,Col-0,Other,17577240,0.884,1/27/2017,Other,Other,Other,8.331023,-33.50917280506247,-38.39241459610466
DRX066839,PRJDB5192,suvh456_RNA_B2,Other,suvh456,Col-0,Other,16234653,0.8540000000000001,1/27/2017,Other,Other,Other,5.417033,-32.04263992510555,-40.14436971105756
DRX066840,PRJDB5192,suvh456_RNA_B3,Other,suvh456,Col-0,Other,17372121,0.852,1/27/2017,Other,Other,Other,4.557369,-31.058789555711435,-47.350645136103466
DRX078165,PRJDB5481,Arabidopsis thaliana WT_untreated_rep1,Other,wild type,Col-0,whole plant,10811031,0.889,12/8/2017,WholePlant,WholePlant,WholePlant,12.260361,-31.88288639401581,1.5092834476756272
DRX078166,PRJDB5481,Arabidopsis thaliana WT_untreated_rep2,Other,wild type,Col-0,whole plant,11414565,0.936,12/8/2017,WholePlant,WholePlant,WholePlant,12.213847,-39.996604537078326,22.823187632632575
DRX078167,PRJDB5481,Arabidopsis thaliana WT_untreated_rep3,Other,wild type,Col-0,whole plant,10692573,0.94,12/8/2017,WholePlant,WholePlant,WholePlant,11.278361,-31.148763412331117,21.20053473820118
DRX078168,PRJDB5481,Arabidopsis thaliana WT_LPStreated_rep1,Other,wild type,Col-0,whole plant,10642849,0.945,12/8/2017,WholePlant,WholePlant,WholePlant,14.740635,-28.708458787946036,-24.435741001616833
DRX078169,PRJDB5481,Arabidopsis thaliana WT_LPStreated_rep2,Other,wild type,Col-0,whole plant,9945969,0.939,12/8/2017,WholePlant,WholePlant,WholePlant,13.475042,-29.551534239965633,-20.43078342571835
DRX078170,PRJDB5481,Arabidopsis thaliana WT_LPStreated_rep3,Other,wild type,Col-0,whole plant,9802590,0.948,12/8/2017,WholePlant,WholePlant,WholePlant,10.802757,-28.571069313598002,-19.971292749680536
DRX078171,PRJDB5481,Arabidopsis thaliana atlbr-2_untreated_rep1,Other,atlbr-2,Col-0,whole plant,10930370,0.945,12/8/2017,WholePlant,WholePlant,WholePlant,12.576036,-31.20464387926055,21.81556864322253
DRX078172,PRJDB5481,Arabidopsis thaliana atlbr-2_untreated_rep2,Other,atlbr-2,Col-0,whole plant,10568995,0.948,12/8/2017,WholePlant,WholePlant,WholePlant,14.136532,-29.34692150542396,21.54431638845788
DRX078173,PRJDB5481,Arabidopsis thaliana atlbr-2_untreated_rep3,Other,atlbr-2,Col-0,whole plant,10887374,0.94,12/8/2017,WholePlant,WholePlant,WholePlant,13.538028,-30.26512513021816,21.395000440557418
DRX078174,PRJDB5481,Arabidopsis thaliana atlbr-2_LPStreated_rep1,Other,atlbr-2,Col-0,whole plant,12017778,0.94,12/8/2017,WholePlant,WholePlant,WholePlant,11.145592,-31.169185291722286,-26.06023651424061
DRX078175,PRJDB5481,Arabidopsis thaliana atlbr-2_LPStreated_rep2,Other,atlbr-2,Col-0,whole plant,12552450,0.946,12/8/2017,WholePlant,WholePlant,WholePlant,11.954374,-32.827396190121476,-21.732672896632486
DRX078176,PRJDB5481,Arabidopsis thaliana atlbr-2_LPStreated_rep3,Other,atlbr-2,Col-0,whole plant,11208054,0.949,12/8/2017,WholePlant,WholePlant,WholePlant,12.777659,-30.493447777517808,-30.09000891469455
DRX084079,PRJDB5672,WT_mock_replicate1,Other,wild type,Col-0,seedlings,19551375,0.8540000000000001,1/26/2018,Seedling,WholePlant,WholePlant,10.563091,-51.20894387957764,37.497318318356136
DRX084080,PRJDB5672,WT_mock_replicate2,Other,wild type,Col-0,seedlings,20164518,0.872,1/26/2018,Seedling,WholePlant,WholePlant,9.364141,-52.21843180218994,38.8470818039309
DRX084081,PRJDB5672,WT_mock_replicate3,Other,wild type,Col-0,seedlings,32884314,0.802,1/26/2018,Seedling,WholePlant,WholePlant,12.492862,-61.11431646389534,44.633172084571356
DRX084082,PRJDB5672,WT_IAA_replicate1,Other,wild type,Col-0,seedlings,27997673,0.799,1/26/2018,Seedling,WholePlant,WholePlant,13.233769,-58.557069913964824,37.30083218527899
DRX084083,PRJDB5672,WT_IAA_replicate2,Other,wild type,Col-0,seedlings,33243346,0.8140000000000001,1/26/2018,Seedling,WholePlant,WholePlant,12.523746,-61.14861460389772,39.78642488927807
DRX084084,PRJDB5672,WT_IAA_replicate3,Other,wild type,Col-0,seedlings,30281274,0.885,1/26/2018,Seedling,WholePlant,WholePlant,15.409767,-62.262974451253946,41.29646411215858
DRX084085,PRJDB5672,WT_cvxIAA_replicate1,Other,wild type,Col-0,seedlings,25252507,0.873,1/26/2018,Seedling,WholePlant,WholePlant,11.783382,-60.80988773522159,39.922483298761684
DRX084086,PRJDB5672,WT_cvxIAA_replicate2,Other,wild type,Col-0,seedlings,23966726,0.836,1/26/2018,Seedling,WholePlant,WholePlant,11.298656,-55.56395261647126,39.08083841538871
DRX084087,PRJDB5672,WT_cvxIAA_replicate3,Other,wild type,Col-0,seedlings,18187145,0.914,1/26/2018,Seedling,WholePlant,WholePlant,10.218691,-61.131013156102185,36.01928229314051
DRX084088,PRJDB5672,35S-TIR1_mock_replicate1,Other,35S-TIR1,Col-0,seedlings,18906280,0.909,1/26/2018,Seedling,WholePlant,WholePlant,8.761529,-50.49097058670336,34.18991544428452
DRX084089,PRJDB5672,35S-TIR1_mock_replicate2,Other,35S-TIR1,Col-0,seedlings,20099675,0.913,1/26/2018,Seedling,WholePlant,WholePlant,11.489139,-60.914992091149465,36.61140803967751
DRX084090,PRJDB5672,35S-TIR1_mock_replicate3,Other,35S-TIR1,Col-0,seedlings,17956613,0.91,1/26/2018,Seedling,WholePlant,WholePlant,9.706299,-50.11401954532155,35.30389264910533
DRX084091,PRJDB5672,35S-TIR1_IAA_replicate1,Other,35S-TIR1,Col-0,seedlings,25783850,0.8190000000000001,1/26/2018,Seedling,WholePlant,WholePlant,12.643022,-56.23590094441357,35.50911968330366
DRX084092,PRJDB5672,35S-TIR1_IAA_replicate2,Other,35S-TIR1,Col-0,seedlings,16749688,0.833,1/26/2018,Seedling,WholePlant,WholePlant,8.440629,-46.12605887968732,27.84716229440733
DRX084093,PRJDB5672,35S-TIR1_IAA_replicate3,Other,35S-TIR1,Col-0,seedlings,15722817,0.84,1/26/2018,Seedling,WholePlant,WholePlant,10.129773,-45.53567063994535,28.54386769071614
DRX084094,PRJDB5672,35S-TIR1_cvxIAA_replicate1,Other,35S-TIR1,Col-0,seedlings,20266863,0.8220000000000001,1/26/2018,Seedling,WholePlant,WholePlant,11.233285,-47.93541095724687,30.94891788446409
DRX084095,PRJDB5672,35S-TIR1_cvxIAA_replicate2,Other,35S-TIR1,Col-0,seedlings,18619258,0.912,1/26/2018,Seedling,WholePlant,WholePlant,12.322797,-57.21186233001953,34.49117181558015
DRX084096,PRJDB5672,35S-TIR1_cvxIAA_replicate3,Other,35S-TIR1,Col-0,seedlings,21936726,0.915,1/26/2018,Seedling,WholePlant,WholePlant,14.933133,-62.03612245776683,36.32920094295031
DRX084097,PRJDB5672,35S-ccvTIR1_mock_replicate1,Other,35S-ccvTIR1,Col-0,seedlings,20368375,0.914,1/26/2018,Seedling,WholePlant,WholePlant,10.154321,-60.293700225759515,38.679840960951786
DRX084098,PRJDB5672,35S-ccvTIR1_mock_replicate2,Other,35S-ccvTIR1,Col-0,seedlings,18989475,0.914,1/26/2018,Seedling,WholePlant,WholePlant,11.85358,-59.043821311395945,36.66533709538166
DRX084099,PRJDB5672,35S-ccvTIR1_mock_replicate3,Other,35S-ccvTIR1,Col-0,seedlings,20562106,0.913,1/26/2018,Seedling,WholePlant,WholePlant,11.335794,-60.39094738827844,38.26785712351933
DRX084100,PRJDB5672,35S-ccvTIR1_IAA_replicate1,Other,35S-ccvTIR1,Col-0,seedlings,23916293,0.916,1/26/2018,Seedling,WholePlant,WholePlant,15.540659,-63.12217509282584,38.78706699356294
DRX084101,PRJDB5672,35S-ccvTIR1_IAA_replicate2,Other,35S-ccvTIR1,Col-0,seedlings,20316123,0.914,1/26/2018,Seedling,WholePlant,WholePlant,12.069589,-59.694460227641315,35.75512893508108
DRX084102,PRJDB5672,35S-ccvTIR1_IAA_replicate3,Other,35S-ccvTIR1,Col-0,seedlings,19893291,0.913,1/26/2018,Seedling,WholePlant,WholePlant,13.435895,-58.60073068316952,31.900535746357722
DRX084103,PRJDB5672,35S-ccvTIR1_cvxIAA_replicate1,Other,35S-ccvTIR1,Col-0,seedlings,17035803,0.902,1/26/2018,Seedling,WholePlant,WholePlant,10.402094,-42.545028133653894,31.030175780449266
DRX084104,PRJDB5672,35S-ccvTIR1_cvxIAA_replicate2,Other,35S-ccvTIR1,Col-0,seedlings,20932307,0.915,1/26/2018,Seedling,WholePlant,WholePlant,9.288993,-52.502004866771166,30.69430913106986
DRX084105,PRJDB5672,35S-ccvTIR1_cvxIAA_replicate3,Other,35S-ccvTIR1,Col-0,seedlings,22948584,0.919,1/26/2018,Seedling,WholePlant,WholePlant,9.786859,-55.97096125603447,35.108782395829955
DRX084242,PRJDB5680,BL,Other,Other,RIL,seed,5327062,0.865,9/1/2017,Seed,Reproductive,WholePlant,11.773584,77.99193834154943,36.277397925509135
DRX084243,PRJDB5680,BS,Other,Other,RIL,seed,6383174,0.8759999999999999,9/1/2017,Seed,Reproductive,WholePlant,9.81113,72.02625942260454,37.172018946084364
DRX084244,PRJDB5680,CN,Other,Other,Col-0,seed,5434030,0.853,9/1/2017,Seed,Reproductive,WholePlant,9.432983,115.16618558430189,31.289121084761028
DRX084245,PRJDB5680,CP,Other,Other,Col-0,seed,5447504,0.863,9/1/2017,Seed,Reproductive,WholePlant,9.81547,79.15038757054967,36.26634288286462
DRX084246,PRJDB5680,EN,Other,Other,Est-1,seed,6167959,0.828,9/1/2017,Seed,Reproductive,WholePlant,3.513867,109.15802210069774,31.58133714219838
DRX084247,PRJDB5680,EP,Other,Other,Est-1,seed,5378826,0.8440000000000001,9/1/2017,Seed,Reproductive,WholePlant,8.630795,86.73097257287058,33.66229896267238
DRX084595,PRJDB5719,FukudaRNA5-2_Index15,Other,Other,Other,aerial seedling,5645321,0.838,7/17/2018,Seedling,WholePlant,WholePlant,9.670376,11.869947952180006,-44.110826035644564
DRX084596,PRJDB5719,FukudaRNA5-2_Index16,Other,Other,Other,aerial seedling,5873221,0.836,7/17/2018,Seedling,WholePlant,WholePlant,10.575529,20.561529825371462,-50.0165599937976
DRX084597,PRJDB5719,FukudaRNA5-2_Index23,Other,Other,Other,aerial seedling,6314660,0.835,7/17/2018,Seedling,WholePlant,WholePlant,10.12834,21.34612962993843,-54.03707561771987
DRX084598,PRJDB5719,FukudaRNA5-2_Index24,Other,Other,Other,aerial seedling,5879170,0.8370000000000001,7/17/2018,Seedling,WholePlant,WholePlant,13.461218,18.75991962896547,-40.343281904258596
DRX084599,PRJDB5719,FukudaRNA5-2_Index31,Other,Other,Other,aerial seedling,9283369,0.8290000000000001,7/17/2018,Seedling,WholePlant,WholePlant,15.214016,10.24773661185327,-38.740786800174234
DRX084600,PRJDB5719,FukudaRNA5-2_Index32,Other,Other,Other,aerial seedling,6316479,0.8390000000000001,7/17/2018,Seedling,WholePlant,WholePlant,11.741264,23.230886961959296,-46.71735288171366
DRX084601,PRJDB5719,FukudaRNA5-2_Index39,Other,Other,Other,aerial seedling,1904571,0.795,7/17/2018,Seedling,WholePlant,WholePlant,8.66403,77.13138439165132,-51.37240934993997
DRX084602,PRJDB5719,FukudaRNA5-2_Index40,Other,Other,Other,aerial seedling,2251320,0.8,7/17/2018,Seedling,WholePlant,WholePlant,0.0,74.75116548445004,-58.31999602111252
DRX084604,PRJDB5719,FukudaRNA5-2_Index48,Other,Other,Other,aerial seedling,11390008,0.825,7/17/2018,Seedling,WholePlant,WholePlant,11.388948,0.6399407526268317,-27.46710580712399
DRX084605,PRJDB5719,FukudaRNA5-2_Index55,Other,Other,Other,aerial seedling,3589559,0.818,7/17/2018,Seedling,WholePlant,WholePlant,4.657939,45.83205350365439,-55.64518281418782
DRX084606,PRJDB5719,FukudaRNA5-2_Index56,Other,Other,Other,aerial seedling,6327091,0.8290000000000001,7/17/2018,Seedling,WholePlant,WholePlant,7.797001,16.616127780147664,-48.67641939218308
DRX084607,PRJDB5719,FukudaRNA5-2_Index63,Other,Other,Other,aerial seedling,4148425,0.836,7/17/2018,Seedling,WholePlant,WholePlant,8.658505,29.598622875421682,-54.27908271425551
DRX084608,PRJDB5719,FukudaRNA5-2_Index64,Other,Other,Other,aerial seedling,5579685,0.8220000000000001,7/17/2018,Seedling,WholePlant,WholePlant,6.213361,21.470303829136377,-52.364436837072645
DRX084609,PRJDB5719,FukudaRNA5-2_Index7,Other,Other,Other,aerial seedling,4817136,0.843,7/17/2018,Seedling,WholePlant,WholePlant,9.320043,31.03370783911188,-51.96594381257321
DRX084610,PRJDB5719,FukudaRNA5-2_Index71,Other,Other,Other,aerial seedling,5089318,0.82,7/17/2018,Seedling,WholePlant,WholePlant,9.614491,22.68731818656271,-55.27543618632147
DRX084611,PRJDB5719,FukudaRNA5-2_Index72,Other,Other,Other,aerial seedling,7268189,0.8240000000000001,7/17/2018,Seedling,WholePlant,WholePlant,21.825975,24.238685793278446,-44.76175382771144
DRX084612,PRJDB5719,FukudaRNA5-2_Index79,Other,Other,Other,aerial seedling,5838570,0.823,7/17/2018,Seedling,WholePlant,WholePlant,8.867724,22.95647895923301,-59.64649780809869
DRX084613,PRJDB5719,FukudaRNA5-2_Index8,Other,Other,Other,aerial seedling,5627102,0.8390000000000001,7/17/2018,Seedling,WholePlant,WholePlant,12.102114,18.135797673603722,-44.61954006084283
DRX084614,PRJDB5719,FukudaRNA5-2_Index80,Other,Other,Other,aerial seedling,5113936,0.823,7/17/2018,Seedling,WholePlant,WholePlant,12.858809,26.95306813749029,-54.261318261423675
DRX084615,PRJDB5719,FukudaRNA5-2_Index87,Other,Other,Other,aerial seedling,7077453,0.818,7/17/2018,Seedling,WholePlant,WholePlant,9.47043,22.535599957983838,-51.142088016385685
DRX084616,PRJDB5719,FukudaRNA5-2_Index88,Other,Other,Other,aerial seedling,5855901,0.826,7/17/2018,Seedling,WholePlant,WholePlant,8.964169,21.987026208881964,-58.170544813164355
DRX084617,PRJDB5719,FukudaRNA5-2_Index95,Other,Other,Other,aerial seedling,5506357,0.8340000000000001,7/17/2018,Seedling,WholePlant,WholePlant,8.357945,27.09825895611082,-54.77343448300407
DRX084618,PRJDB5719,FukudaRNA5-2_Index96,Other,Other,Other,aerial seedling,3399332,0.825,7/17/2018,Seedling,WholePlant,WholePlant,8.540269,47.58165719051345,-55.44541464421311
DRX084620,PRJDB5719,FukudaRNA5-3_Index17,Other,Other,Other,aerial seedling,10979675,0.858,7/17/2018,Seedling,WholePlant,WholePlant,14.572036,28.701821431309465,-49.1251660056262
DRX084621,PRJDB5719,FukudaRNA5-3_Index25,Other,Other,Other,aerial seedling,7937659,0.861,7/17/2018,Seedling,WholePlant,WholePlant,9.41667,24.785969016612718,-47.29903776058668
DRX084622,PRJDB5719,FukudaRNA5-3_Index33,Other,Other,Other,aerial seedling,7217482,0.861,7/17/2018,Seedling,WholePlant,WholePlant,10.924421,19.39474824525645,-38.68085973177594
DRX084623,PRJDB5719,FukudaRNA5-3_Index41,Other,Other,Other,aerial seedling,10657016,0.856,7/17/2018,Seedling,WholePlant,WholePlant,13.73959,15.012045472840123,-30.244290556155594
DRX084624,PRJDB5719,FukudaRNA5-3_Index49,Other,Other,Other,aerial seedling,9426499,0.845,7/17/2018,Seedling,WholePlant,WholePlant,6.841707,22.878436285480046,-52.051583580093585
DRX084625,PRJDB5719,FukudaRNA5-3_Index57,Other,Other,Other,aerial seedling,9295149,0.852,7/17/2018,Seedling,WholePlant,WholePlant,10.315862,36.50702815855301,-49.03020664327294
DRX084626,PRJDB5719,FukudaRNA5-3_Index65,Other,Other,Other,aerial seedling,4204707,0.8240000000000001,7/17/2018,Seedling,WholePlant,WholePlant,13.50862,65.72564707756389,-38.62658953597633
DRX084627,PRJDB5719,FukudaRNA5-3_Index73,Other,Other,Other,aerial seedling,5444092,0.838,7/17/2018,Seedling,WholePlant,WholePlant,4.627481,54.570018741084844,-51.16837840414706
DRX084628,PRJDB5719,FukudaRNA5-3_Index81,Other,Other,Other,aerial seedling,4683325,0.848,7/17/2018,Seedling,WholePlant,WholePlant,8.662845,70.53837305205968,-41.849783527690924
DRX084629,PRJDB5719,FukudaRNA5-3_Index89,Other,Other,Other,aerial seedling,6906395,0.8420000000000001,7/17/2018,Seedling,WholePlant,WholePlant,8.272611,41.87166318460987,-40.682353893335545
DRX084630,PRJDB5719,FukudaRNA5-3_Index9,Other,Other,Other,aerial seedling,13901296,0.863,7/17/2018,Seedling,WholePlant,WholePlant,12.649242,9.09314604080099,-37.581436223494265
DRX088878,PRJDB5858,dag7-zt1-1,Other,Other,Col-0,shoot,12184423,0.752,5/29/2018,Shoot,Vegetative,Above,0.0,311.21290850615594,-60.03631185772623
DRX088881,PRJDB5858,dag7-zt1-4,Other,Other,Col-0,shoot,8259769,0.753,5/29/2018,Shoot,Vegetative,Above,0.0,345.8062287664201,-49.02574078085473
DRX088883,PRJDB5858,dag7-zt1-6,Other,Other,Col-0,shoot,10601592,0.753,5/29/2018,Shoot,Vegetative,Above,0.0,330.7642103869795,-55.104672875442745
DRX088884,PRJDB5858,dag7-zt1-8,Other,Other,Col-0,shoot,8515131,0.768,5/29/2018,Shoot,Vegetative,Above,0.0,329.679937749743,-56.10254473775283
DRX088885,PRJDB5858,dag7-zt1-9,Other,Other,Col-0,shoot,8085504,0.76,5/29/2018,Shoot,Vegetative,Above,0.0,280.187884207424,-68.4312153397586
DRX088886,PRJDB5858,dag7-zt1-10,Other,Other,Col-0,shoot,4939708,0.7609999999999999,5/29/2018,Shoot,Vegetative,Above,0.0,405.4039189735705,-34.30029691054851
DRX088888,PRJDB5858,dag7-zt1-12,Other,Other,Col-0,shoot,6533965,0.759,5/29/2018,Shoot,Vegetative,Above,0.0,368.64135673737957,-41.799247213179925
DRX088889,PRJDB5858,dag7-zt1-13,Other,Other,Col-0,shoot,10187183,0.7609999999999999,5/29/2018,Shoot,Vegetative,Above,0.0,333.188371827939,-53.25536685220192
DRX088890,PRJDB5858,dag7-zt1-14,Other,Other,Col-0,shoot,11190081,0.757,5/29/2018,Shoot,Vegetative,Above,0.0,334.03172040050094,-53.206976321984946
DRX088894,PRJDB5858,dag7-zt1-18,Other,Other,Col-0,shoot,7328485,0.753,5/29/2018,Shoot,Vegetative,Above,0.0,253.87654152074376,-77.71520987553474
DRX088895,PRJDB5858,dag7-zt1-19,Other,Other,Col-0,shoot,12326957,0.767,5/29/2018,Shoot,Vegetative,Above,0.0,291.06850359631756,-66.27737543713172
DRX088896,PRJDB5858,dag7-zt1-20,Other,Other,Col-0,shoot,22979831,0.7559999999999999,5/29/2018,Shoot,Vegetative,Above,0.0,254.1512226473183,-72.481734412942
DRX088899,PRJDB5858,dag7-zt13-1,Other,Other,Col-0,shoot,17355666,0.754,5/29/2018,Shoot,Vegetative,Above,0.0,254.07866543129745,-60.013430467910204
DRX088900,PRJDB5858,dag7-zt13-2,Other,Other,Col-0,shoot,25169432,0.78,5/29/2018,Shoot,Vegetative,Above,0.0,219.5508783528554,-61.97906010250477
DRX088904,PRJDB5858,dag7-zt13-6,Other,Other,Col-0,shoot,12645653,0.775,5/29/2018,Shoot,Vegetative,Above,0.0,283.7593781707275,-55.0326288494073
DRX088905,PRJDB5858,dag7-zt13-7,Other,Other,Col-0,shoot,9151893,0.768,5/29/2018,Shoot,Vegetative,Above,0.0,221.71764882690272,-77.38373142793257
DRX088906,PRJDB5858,dag7-zt13-8,Other,Other,Col-0,shoot,4943317,0.767,5/29/2018,Shoot,Vegetative,Above,0.0,400.18417235749735,-29.288151362507516
DRX088913,PRJDB5858,dag7-zt13-15,Other,Other,Col-0,shoot,8764422,0.7809999999999999,5/29/2018,Shoot,Vegetative,Above,0.0,310.9716091661255,-54.90588674406891
DRX088914,PRJDB5858,dag7-zt13-16,Other,Other,Col-0,shoot,23313028,0.778,5/29/2018,Shoot,Vegetative,Above,0.0,212.62257337834396,-66.13754494996886
DRX088919,PRJDB5858,dag7-zt13-21,Other,Other,Col-0,shoot,8227666,0.774,5/29/2018,Shoot,Vegetative,Above,3.959766,235.11230644693535,-72.81709352369295
DRX088920,PRJDB5858,dag7-zt13-22,Other,Other,Col-0,shoot,3365980,0.7659999999999999,5/29/2018,Shoot,Vegetative,Above,0.0,381.6270350218243,-12.442272690964748
DRX088923,PRJDB5858,dag7-zt13-25,Other,Other,Col-0,shoot,19629617,0.797,5/29/2018,Shoot,Vegetative,Above,3.729166,242.10829548218982,-61.17682206734846
DRX088925,PRJDB5858,dag7-zt7-2,Other,Other,Col-0,shoot,8096926,0.7509999999999999,5/29/2018,Shoot,Vegetative,Above,5.12058,272.8051827388538,-72.05158474021269
DRX088927,PRJDB5858,dag7-zt7-4,Other,Other,Col-0,shoot,7086590,0.792,5/29/2018,Shoot,Vegetative,Above,0.0,230.07582114313507,-82.87552034420145
DRX088931,PRJDB5858,dag7-zt7-9,Other,Other,Col-0,shoot,4819866,0.752,5/29/2018,Shoot,Vegetative,Above,0.0,381.5713296978806,-35.61037354488696
DRX088933,PRJDB5858,dag7-zt7-12,Other,Other,Col-0,shoot,13119905,0.759,5/29/2018,Shoot,Vegetative,Above,0.0,294.7283422108086,-62.29752657933188
DRX088934,PRJDB5858,dag7-zt7-13,Other,Other,Col-0,shoot,6977002,0.755,5/29/2018,Shoot,Vegetative,Above,0.0,339.50537466366626,-55.92268637676138
DRX088935,PRJDB5858,dag7-zt7-14,Other,Other,Col-0,shoot,7927180,0.777,5/29/2018,Shoot,Vegetative,Above,0.0,217.9204551194803,-74.36943517902866
DRX088937,PRJDB5858,dag7-zt7-16,Other,Other,Col-0,shoot,9525293,0.765,5/29/2018,Shoot,Vegetative,Above,0.0,242.03303713072432,-80.62121626031205
DRX088938,PRJDB5858,dag7-zt7-17,Other,Other,Col-0,shoot,7453621,0.7659999999999999,5/29/2018,Shoot,Vegetative,Above,0.0,312.01731345709686,-63.49538583701435
DRX088939,PRJDB5858,dag7-zt7-18,Other,Other,Col-0,shoot,6957952,0.7709999999999999,5/29/2018,Shoot,Vegetative,Above,0.0,279.08979094155706,-73.32618344359663
DRX088940,PRJDB5858,dag7-zt7-19,Other,Other,Col-0,shoot,6803486,0.7509999999999999,5/29/2018,Shoot,Vegetative,Above,0.0,274.16520088619353,-75.36416263440091
DRX088941,PRJDB5858,dag7-zt7-20,Other,Other,Col-0,shoot,6352086,0.752,5/29/2018,Shoot,Vegetative,Above,0.0,273.2184488775068,-66.52540701171326
DRX088942,PRJDB5858,dag7-zt7-22,Other,Other,Col-0,shoot,9460370,0.779,5/29/2018,Shoot,Vegetative,Above,0.0,253.63282086463684,-82.65498347018284
DRX088943,PRJDB5858,dag7-zt7-23,Other,Other,Col-0,shoot,10446824,0.779,5/29/2018,Shoot,Vegetative,Above,0.0,297.28881894952195,-66.19339150686108
DRX088944,PRJDB5858,dag7-zt7-24,Other,Other,Col-0,shoot,7508259,0.7609999999999999,5/29/2018,Shoot,Vegetative,Above,0.0,346.2962959742621,-59.99545093431801
DRX088946,PRJDB5858,dag7-zt19-2,Other,Other,Col-0,shoot,8551747,0.764,5/29/2018,Shoot,Vegetative,Above,0.0,287.32546447644376,-68.50068501498279
DRX088947,PRJDB5858,dag7-zt19-3,Other,Other,Col-0,shoot,5941726,0.7659999999999999,5/29/2018,Shoot,Vegetative,Above,7.17043,204.80570967670874,-68.68993261931143
